Sample_No,Sample,Lithology,Glass,Clay10A,Clay14A,Analcime,Chabazite,Clinoptilolite,Erionite,Mordenite,Phillipsite,K_feldspar,Calcite,Quartz,Opal,Plagioclase,Other,Reference,Study_Area
SL2032,3A-35Y-1-144-146,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Trace,Minor,4151,Olduvai Gorge
SL2033,3A-35Y-2-16-18,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL2034,3A-35Y-2-48-50,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL2035,3A-35Y-2-70-73,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Trace,Minor,4151,Olduvai Gorge
SL2036,3A-35Y-2-112-114,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Minor,4151,Olduvai Gorge
SL2037,3A-38Y-1-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Major,4151,Olduvai Gorge
SL2038,3A-38Y-1-40-42,Mudstone,Absent,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2039,3A-38Y-1-79-82,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL2040,3A-38Y-2-16-18,Mudstone,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2041,3A-38Y-2-54-56,Mudstone,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2042,3A-38Y-2-80-83,Mudstone,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2043,3A-38Y-2-112-114,Mudstone,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2044,3A-38Y-2-140-142,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Minor,4151,Olduvai Gorge
SL2045,3A-39Y-1-12-14,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2046,3A-39Y-1-50-52,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL2047,3A-39Y-1-80-83,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL2048,3A-39Y-1-112-114,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL2049,3A-39Y-1-142-144,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2050,3A-39Y-2-16-18,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL2051,3A-39Y-2-48-50,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2052,3A-39Y-2-80-83,Mudstone,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL2053,3A-39Y-2-112-114,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2054,3A-39Y-2-144-146,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2055,3A-40Y-1-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL2056,3A-40Y-1-48-50,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,4151,Olduvai Gorge
SL2057,3A-41Y-1-47-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Minor,4151,Olduvai Gorge
SL2058,3A-49Y-2-20-23,Mudstone,Absent,Absent,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Minor,4151,Olduvai Gorge
SL2059,3A-50Y-1-104-107,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Minor,4151,Olduvai Gorge
SL2060,2A-22Y-1-16-18,Sandstone,Absent,Absent,Minor,Trace,Absent,Minor,Absent,Absent,Minor,Minor,Major,Major,Absent,Absent,Minor,4151,Olduvai Gorge
SL2061,2A-22Y-1-80-83,Sandstone,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Major,Minor,4151,Olduvai Gorge
SL2062,2A-23Y-1-48-50,Sandstone,Absent,Absent,Trace,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Major,Absent,Minor,Absent,4151,Olduvai Gorge
SL2063,2A-23Y-1-80-83,Sandstone,Absent,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Major,Absent,4151,Olduvai Gorge
SL2064,2A-23Y-1-112-114,Sandstone,Absent,Absent,Trace,Trace,Absent,Trace,Absent,Absent,Absent,Absent,Minor,Major,Absent,Minor,Absent,4151,Olduvai Gorge
SL2065,2A-26Y-1-80-83,Sandstone,Absent,Minor,Absent,Minor,Absent,Absent,Trace,Absent,Minor,Absent,Major,Absent,Absent,Absent,Minor,4151,Olduvai Gorge
SL2066,2A-26Y-3-6-8,Sandstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2067,2A-28Y-1-48-50,Sandstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2068,2A-31Y-2-144-147,Sandstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Trace,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2069,2A-36Y-2-109-111,Sandstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Major,Minor,4151,Olduvai Gorge
SL2070,2A-51Y-1-72-74,Sandstone,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,4151,Olduvai Gorge
SL2071,2A-53Y-2-92-95,Sandstone,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Minor,Trace,Absent,Minor,Minor,4151,Olduvai Gorge
SL2072,2A-54Y-1-106-109,Sandstone,Absent,Absent,Absent,Absent,Major,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2073,2A-60Y-1-136-138,Sandstone,Absent,Absent,Trace,Absent,Trace,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2074,2A-60Y-2-8-11,Sandstone,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2075,2A-66Y-1-80-83,Sandstone,Absent,Absent,Trace,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Major,Absent,Major,Absent,4151,Olduvai Gorge
SL2076,2A-78Y-2-80-83,Sandstone,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Trace,Absent,Absent,Major,Absent,Major,Absent,4151,Olduvai Gorge
SL2077,2A-78Y-2-106-109,Sandstone,Absent,Trace,Absent,Absent,Minor,Absent,Trace,Absent,Minor,Absent,Absent,Minor,Absent,Major,Absent,4151,Olduvai Gorge
SL2078,2A-83Y-1-80-83,Sandstone,Absent,Trace,Absent,Trace,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,4151,Olduvai Gorge
SL2079,1A-16Q1-112-114,Sandstone,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Major,Absent,Minor,Absent,4151,Olduvai Gorge
SL2080,1A-19Q2-52-54,Sandstone,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2081,1A-22Q1-16-18,Sandstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Major,Minor,Absent,Absent,Absent,4151,Olduvai Gorge
SL2082,1A-34Q1-48-51,Sandstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL2083,3A-24Y-1-122-124,Sandstone,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2084,3A-26Y-1-53-55,Sandstone,Absent,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL2085,3A-26Y-1-139-141,Sandstone,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL2086,3A-40Y-1-80-83,Sandstone,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,4151,Olduvai Gorge
SL2087,2A-27Y-1-71-73-TUFF,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2088,2A-29Y-1-16-19-TUFF,Tuff,Absent,Absent,Trace,Trace,Absent,Absent,Absent,Absent,Major,Trace,Absent,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL2089,2A-40Y-1-44-47,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL2090,2A-46Y-1-54-57,Tuff,Absent,Absent,Trace,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Trace,4151,Olduvai Gorge
SL2091,2A-47Y-1-61-64,Tuff,Absent,Absent,Trace,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,4151,Olduvai Gorge
SL2092,2A-48Y-1-81-84,Tuff,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,4151,Olduvai Gorge
SL2093,2A-49Y-1-119-122,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Major,4151,Olduvai Gorge
SL2094,2A-49Y-2-5-8,Tuff,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Minor,4151,Olduvai Gorge
SL2095,2A-50Y-1-2-5,Tuff,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2096,2A-50Y-1-49-52,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Trace,Major,4151,Olduvai Gorge
SL2097,2A-50Y-2-22-25,Tuff,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,Minor,4151,Olduvai Gorge
SL2098,2A-50Y-2-98-101,Tuff,Absent,Absent,Trace,Absent,Major,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Minor,4151,Olduvai Gorge
SL2099,2A-52Y-1-80-83,Tuff,Absent,Absent,Trace,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Minor,4151,Olduvai Gorge
SL2100,2A-52Y-2-70-73,Tuff,Absent,Absent,Trace,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,4151,Olduvai Gorge
SL2101,2A-52Y-2-90-93,Tuff,Absent,Absent,Trace,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Minor,4151,Olduvai Gorge
SL2102,2A-53Y-1-108-111,Tuff,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,4151,Olduvai Gorge
SL2103,2A-53Y-2-38-41,Tuff,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Minor,4151,Olduvai Gorge
SL2104,2A-53Y-2-112-115,Tuff,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,4151,Olduvai Gorge
SL2105,2A-55Y-2-4-7,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2106,2A-60Y-1-87-90,Tuff,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2107,2A-68Y-1-80-83,Tuff,Absent,Trace,Absent,Absent,Minor,Absent,Major,Absent,Absent,Trace,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2108,2A-69Y-2-135-137,Tuff,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2109,2A-70Y-1-22-24,Tuff,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,4151,Olduvai Gorge
SL2110,1A-22Q2-80-83,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Minor,Minor,4151,Olduvai Gorge
SL2111,1a-22q2-116-118,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL2112,1A-23Q2-47-49,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL2113,3A-25Y-2-14-16,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL2114,3A-25Y-2-66-69,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2115,3A-26Y-2-115-117,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2116,3A-26Y-2-144-146,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2117,3A-31Y-2-14-16,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Trace,4151,Olduvai Gorge
SL2118,3A-33Y-1-16-18,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,4151,Olduvai Gorge
SL2119,3A-40Y-2-104-107,Tuff,Absent,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Major,Absent,4151,Olduvai Gorge
SL2120,3A-50Y-2-50-53,Tuff,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL2121,1-W,Tuff,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Minor,Absent,Absent,Trace,4160,Rome Oregon
SL2122,1-V,Tuff,Absent,Minor,Trace,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,4160,Rome Oregon
SL2123,1-U,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Minor,Absent,Absent,Trace,4160,Rome Oregon
SL2124,1-T,Tuff,Absent,Minor,Trace,Absent,Absent,Major,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2125,1-S,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2126,1-R,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2127,1-Q,Tuff,Absent,Minor,Trace,Absent,Absent,Major,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2128,1-P,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2129,1-N,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2130,1-M,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2131,1-L,Tuff,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Major,Absent,Absent,Trace,Minor,Absent,Absent,Absent,4160,Rome Oregon
SL2132,1-K,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Minor,Absent,Absent,Trace,4160,Rome Oregon
SL2133,1-J,Tuff,Absent,Minor,Minor,Absent,Absent,Major,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2134,1-I,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2135,1-H,Tuff,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Major,Minor,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2136,1-G,Tuff,Absent,Trace,Minor,Absent,Absent,Trace,Absent,Major,Absent,Minor,Absent,Absent,Absent,Absent,Minor,4160,Rome Oregon
SL2137,1-F,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Minor,Absent,Absent,Trace,4160,Rome Oregon
SL2138,1-E,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Minor,Absent,Absent,Absent,4160,Rome Oregon
SL2139,1-D,Tuff,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Major,Absent,Minor,Absent,Trace,Absent,Absent,Trace,4160,Rome Oregon
SL2140,1-C,Mudstone,Absent,Major,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Trace,4160,Rome Oregon
SL2141,1-B,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2142,1-A,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2143,1-X,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Minor,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2144,1-Y,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Minor,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2145,1-Z,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Minor,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2146,1-AA,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Trace,4160,Rome Oregon
SL2147,1-BB,Mudstone,Absent,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Minor,Absent,Absent,Trace,4160,Rome Oregon
SL2148,1-CC,Tuff,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Trace,4160,Rome Oregon
SL2149,1-DD,Mudstone,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Trace,Major,Absent,Absent,Minor,4160,Rome Oregon
SL2150,1-EE,Tuff,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Major,Absent,Absent,Trace,4160,Rome Oregon
SL2151,3-H,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Trace,Absent,Absent,Minor,4160,Rome Oregon
SL2152,3-G,Tuff,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2153,3-F,Tuff,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Major,Absent,Minor,Absent,Absent,Absent,Absent,Minor,4160,Rome Oregon
SL2154,3-E,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2155,3-D,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Minor,Absent,Absent,Trace,4160,Rome Oregon
SL2156,3-C,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2157,3-B,Mudstone,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2158,3-A,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2159,4-F,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Minor,Minor,Absent,Trace,4160,Rome Oregon
SL2160,4-E,Tuff,Absent,Trace,Minor,Absent,Absent,Major,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2161,4-DU,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2162,4-DL,Tuff,Absent,Major,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2163,4-CU,Tuff,Absent,Major,Minor,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2164,4-CL,Tuff,Absent,Major,Minor,Absent,Absent,Minor,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2165,4-B,Tuff,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2166,4-A,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2167,5-C,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2168,5-B,Tuff,Absent,Minor,Minor,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2169,5-A,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Minor,Absent,Absent,Trace,4160,Rome Oregon
SL2170,12-G,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2171,12-F,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2172,12-E,Tuff,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Minor,Absent,Absent,Absent,4160,Rome Oregon
SL2173,12-D,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Minor,Absent,Absent,Trace,4160,Rome Oregon
SL2174,12-C,Tuff,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2175,12-B,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2176,12-A,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Minor,Absent,Absent,Absent,Trace,4160,Rome Oregon
SL2177,12-H,Tuff,Absent,Minor,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Minor,4160,Rome Oregon
SL2178,12-I,Tuff,Absent,Minor,Minor,Absent,Absent,Minor,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Minor,4160,Rome Oregon
SL2179,13-B,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2180,13-A,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Major,Absent,Absent,Trace,4160,Rome Oregon
SL2181,14-G,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Major,Absent,Trace,4160,Rome Oregon
SL2182,14-F,Tuff,Major,Trace,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
SL2183,14-E,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,4160,Rome Oregon
